,Unnamed: 0.1,Unnamed: 0,projectID,projectAcronym,organisationID,vatNumber,name,shortName,SME,activityType,street,postCode,city,country,nutsCode,geolocation,organizationURL,contactForm,contentUpdateDate,rcn,order,role,ecContribution,netEcContribution,totalCost,endOfParticipation,active,diffContribution,continent,taxonomyObjective,biggest_key
0,12,29,101092339,Exploit4InnoMat,910945140,,sintef,SINTEF,False,REC,STRINDVEGEN 4,7034,Trondheim,NO,NO060,"63.4134536,10.4089353",http://www.sintef.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910945140/101092339,2023-01-07 18:10:58,1944981,2,participant,734875.0,734875.0,734875.0,False,,0.0,EU,"advanced materials,manufacturing technologies,artificial intelligence,robotics,circular industries,low carbon and clean industries,space including earth observation",sustainability
1,28,108,101080025,drOp,999604110,ESG48975767,fundacion tecnalia research & innovation,TECNALIA,False,REC,"PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA, PASEO MIKELETEGI 2",20009,DONOSTIA-SAN SEBASTIAN (GIPUZKOA),ES,ES212,"43.2916949,-2.885882",http://www.tecnalia.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999604110/101080025,2022-09-04 12:38:11,1905767,3,participant,418125.0,418125.0,418125.0,False,,0.0,EU,"social innovation,advanced materials,artificial intelligence,extended reality,blockchain",sustainability
2,75,916,101138112,LITHOS,932760440,FI26473754,teknologian tutkimuskeskus vtt oy,VTT,False,REC,TEKNIIKANTIE 21,2150,Espoo,FI,FI1B1,"60.2051454,24.6569676",https://www.vtt.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/932760440/101138112,2024-01-08 20:44:14,2104951,1,coordinator,1973418.0,1973418.0,1973418.0,False,,0.0,EU,"advanced materials,low carbon and clean industries,circular industries,manufacturing technologies",sustainability
3,82,923,101138112,LITHOS,999991334,BE0419052173,katholieke universiteit leuven,KU Leuven,False,HES,OUDE MARKT 13,3000,Leuven,BE,BE242,"50.8780592,4.699407640209",http://www.kuleuven.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991334/101138112,2024-01-08 20:44:14,1905910,3,participant,1638937.5,1638937.5,1638937.5,False,,0.0,EU,"advanced materials,low carbon and clean industries,circular industries,manufacturing technologies",sustainability
4,85,943,101091682,METALLICO,932760440,FI26473754,teknologian tutkimuskeskus vtt oy,VTT,False,REC,TEKNIIKANTIE 21,2150,Espoo,FI,FI1B1,"60.2051454,24.6569676",https://www.vtt.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/932760440/101091682,2022-12-11 19:04:25,2104951,5,participant,833033.0,833033.0,833033.0,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries,manufacturing technologies",sustainability
5,86,944,101091682,METALLICO,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101091682,2022-12-11 19:04:25,1905912,6,participant,505920.0,505920.0,505920.0,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries,manufacturing technologies",advanced materials
6,113,980,101070441,LOLIPOP,999981149,BE0425260668,interuniversitair micro-electronica centrum,IMEC,False,REC,KAPELDREEF 75,3001,Leuven,BE,BE242,"50.866704049999996,4.677742878392847",http://www.imec.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999981149/101070441,2022-08-23 21:35:31,1905930,9,participant,555978.75,555978.75,555978.75,False,,0.0,EU,"emerging enabling technologies,advanced materials,artificial intelligence,advanced computing and big data",advanced materials
7,147,1061,101080173,CLUSTEC,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101080173,2022-09-26 14:25:56,1905572,7,thirdParty,0.0,37868.75,37868.75,False,,0.0,EU,key digital technologies including quantum technologies,advanced materials
8,161,1077,101092080,MUSIC,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101092080,2022-11-25 10:08:57,1905572,4,participant,729471.0,510320.0,729471.25,False,,219151.25,EU,"advanced materials,circular industries,low carbon and clean industries,manufacturing technologies,emerging enabling technologies",advanced materials
9,163,1138,101080086,NeQST,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101080086,2022-09-04 12:39:11,1905912,5,participant,636317.5,636317.5,636317.5,False,,0.0,EU,key digital technologies including quantum technologies,advanced materials
10,175,1191,101135699,SPINUS,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101135699,2024-01-17 13:45:36,1905912,1,coordinator,1157850.0,1157850.0,1157850.0,False,,0.0,EU,"advanced materials,key digital technologies including quantum technologies,emerging enabling technologies,advanced computing and big data",advanced materials
11,185,1304,101070193,QUCATS,932760440,FI26473754,teknologian tutkimuskeskus vtt oy,VTT,False,REC,TEKNIIKANTIE 21,2150,Espoo,FI,FI1B1,"60.2051454,24.6569676",https://www.vtt.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/932760440/101070193,2022-09-08 12:54:14,2104951,11,participant,329468.75,329468.75,329468.75,False,,0.0,EU,key digital technologies including quantum technologies,sustainability
12,186,1305,101070193,QUCATS,999992401,FR43775685019,commissariat a l energie atomique et aux energies alternatives,CEA,False,REC,RUE LEBLANC  25,75015,PARIS 15,FR,FR101,"48.8397706,2.2739214",https://www.cea.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992401/101070193,2022-09-08 12:54:14,1905694,3,participant,971467.5,971467.5,971467.5,False,,0.0,EU,key digital technologies including quantum technologies,advanced materials
13,192,1311,101070193,QUCATS,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101070193,2022-09-08 12:54:14,1905572,1,coordinator,479426.25,479426.25,479426.25,False,,0.0,EU,key digital technologies including quantum technologies,advanced materials
14,203,1336,101057404,ZDZW,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101057404,2022-09-04 13:43:20,1905912,26,participant,321185.0,321185.0,321185.0,False,,0.0,EU,"manufacturing technologies,advanced materials,artificial intelligence,robotics,circular industries",advanced materials
15,231,1381,101138475,SSbD4CheM,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101138475,2024-01-08 20:32:34,1905912,3,participant,637281.25,637281.25,637281.25,False,,0.0,EU,"advanced materials,circular industries,clean industries,space including earth observation",advanced materials
16,246,1415,101091982,SURE2COAT,910945140,,sintef,SINTEF,False,REC,STRINDVEGEN 4,7034,Trondheim,NO,NO060,"63.4134536,10.4089353",http://www.sintef.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910945140/101091982,2023-04-05 13:18:01,1944981,1,coordinator,2239594.0,2239594.0,2239594.0,False,,0.0,EU,"manufacturing technologies,advanced materials,circular industries,low carbon and clean industries",sustainability
17,311,1619,101091554,HYPER,996541529,,sintef,SINTEF RM,False,REC,"BYGNING 100, RAUFOSS INDUSTRIPARK",2830,Raufoss,NO,NO020,"60.5000209,9.0999715",https://www.sintef.no/manufacturing,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/996541529/101091554,2022-11-25 10:14:23,1914650,1,thirdParty,0.0,72242.5,72242.5,False,,0.0,EU,"manufacturing technologies,circular industries,low carbon and clean industries",sustainability
18,319,1627,101091554,HYPER,910945140,,sintef,SINTEF,False,REC,STRINDVEGEN 4,7034,Trondheim,NO,NO060,"63.4134536,10.4089353",http://www.sintef.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910945140/101091554,2022-11-25 10:14:23,1944981,1,coordinator,1126756.25,1054513.75,1126756.25,False,,72242.5,EU,"manufacturing technologies,circular industries,low carbon and clean industries",sustainability
19,329,1678,101058076,NICKEFFECT,999992401,FR43775685019,commissariat a l energie atomique et aux energies alternatives,CEA,False,REC,RUE LEBLANC  25,75015,PARIS 15,FR,FR101,"48.8397706,2.2739214",https://www.cea.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992401/101058076,2023-03-10 21:39:39,1905694,7,participant,540811.0,540811.0,540811.25,False,,0.25,EU,"advanced materials,circular industries,low carbon and clean industries,manufacturing technologies",advanced materials
20,339,1720,101082573,ISBA,999604110,ESG48975767,fundacion tecnalia research & innovation,TECNALIA,False,REC,"PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA, PASEO MIKELETEGI 2",20009,DONOSTIA-SAN SEBASTIAN (GIPUZKOA),ES,ES212,"43.2916949,-2.885882",http://www.tecnalia.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999604110/101082573,2023-03-10 21:31:50,1905767,6,participant,378937.5,378937.5,378937.5,False,,0.0,EU,"advanced materials,space including earth observation,manufacturing technologies,circular industries,low carbon and clean industries",sustainability
21,346,1727,101082573,ISBA,999908205,FR62414725101,thales,THALES ALENIA SPACE FRANCE,False,PRC,AVENUE JEAN FRANCOIS CHAMPOLLION 26,31100,Toulouse,FR,FRJ23,"43.5476997,1.3941094",http://www.thalesaleniaspace.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999908205/101082573,2023-03-10 21:31:50,1907214,5,participant,298323.75,298323.75,298323.75,False,,0.0,EU,"advanced materials,space including earth observation,manufacturing technologies,circular industries,low carbon and clean industries",space
22,352,1747,101091944,TORNADO,999604110,ESG48975767,fundacion tecnalia research & innovation,TECNALIA,False,REC,"PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA, PASEO MIKELETEGI 2",20009,DONOSTIA-SAN SEBASTIAN (GIPUZKOA),ES,ES212,"43.2916949,-2.885882",http://www.tecnalia.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999604110/101091944,2022-11-28 13:28:10,1905767,1,coordinator,982812.5,982812.5,982812.5,False,,0.0,EU,"advanced materials,manufacturing technologies,circular industries,low carbon and clean industries",sustainability
23,366,1766,101135783,RESIN GREEN,999992401,FR43775685019,commissariat a l energie atomique et aux energies alternatives,CEA,False,REC,RUE LEBLANC  25,75015,PARIS 15,FR,FR101,"48.8397706,2.2739214",https://www.cea.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992401/101135783,2023-11-03 12:04:40,1905694,2,participant,700422.0,700422.0,700422.0,False,,0.0,EU,"manufacturing technologies,advanced materials,low carbon and clean industries",advanced materials
24,370,1770,101135783,RESIN GREEN,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101135783,2023-11-03 12:04:40,1905572,4,participant,797995.0,738932.5,797995.0,False,,59062.5,EU,"manufacturing technologies,advanced materials,low carbon and clean industries",advanced materials
25,397,1805,101091644,FABulous,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101091644,2022-11-28 13:28:29,1905912,4,participant,611486.25,611486.25,611486.25,False,,0.0,EU,"manufacturing technologies,advanced materials,emerging enabling technologies,circular industries",advanced materials
26,402,1810,101091644,FABulous,999751938,FR54552059024,thales,THALES,False,PRC,4 RUE DE LA VERRERIE,92190,MEUDON,FR,FR105,"48.8953328,2.2561602",http://www.thalesgroup.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999751938/101091644,2022-11-28 13:28:29,1909968,6,participant,538787.5,538787.5,538787.5,False,,0.0,EU,"manufacturing technologies,advanced materials,emerging enabling technologies,circular industries",space
27,407,1830,101135656,Ferro4EdgeAI,999992401,FR43775685019,commissariat a l energie atomique et aux energies alternatives,CEA,False,REC,RUE LEBLANC  25,75015,PARIS 15,FR,FR101,"48.8397706,2.2739214",https://www.cea.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992401/101135656,2023-11-03 12:04:27,1905694,1,coordinator,1301866.0,1301866.0,1301866.5,False,,0.5,EU,"advanced materials,artificial intelligence",advanced materials
28,414,1837,101135656,Ferro4EdgeAI,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101135656,2023-11-03 12:04:27,1905572,4,thirdParty,0.0,27317.5,27317.5,False,,0.0,EU,"advanced materials,artificial intelligence",advanced materials
29,421,1847,101058422,SUPREME,999604110,ESG48975767,fundacion tecnalia research & innovation,TECNALIA,False,REC,"PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA, PASEO MIKELETEGI 2",20009,DONOSTIA-SAN SEBASTIAN (GIPUZKOA),ES,ES212,"43.2916949,-2.885882",http://www.tecnalia.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999604110/101058422,2023-03-10 22:02:45,1905767,9,participant,135050.0,135050.0,135050.0,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries",sustainability
30,432,1858,101058422,SUPREME,999991334,BE0419052173,katholieke universiteit leuven,KU Leuven,False,HES,OUDE MARKT 13,3000,Leuven,BE,BE242,"50.8780592,4.699407640209",http://www.kuleuven.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991334/101058422,2023-03-10 22:02:45,1905910,1,coordinator,733545.0,733545.0,733545.0,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries",sustainability
31,439,1885,101135796,COMPAS,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101135796,2024-01-08 20:39:07,1905912,2,participant,511500.0,511500.0,511500.0,False,,0.0,EU,"manufacturing technologies,advanced materials,space including earth observation",advanced materials
32,442,1888,101135796,COMPAS,910945140,,sintef,SINTEF,False,REC,STRINDVEGEN 4,7034,Trondheim,NO,NO060,"63.4134536,10.4089353",http://www.sintef.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910945140/101135796,2024-01-08 20:39:07,1944981,1,coordinator,1074783.75,1074783.75,1074783.75,False,,0.0,EU,"manufacturing technologies,advanced materials,space including earth observation",sustainability
33,451,1913,101092164,ZeroF,932760440,FI26473754,teknologian tutkimuskeskus vtt oy,VTT,False,REC,TEKNIIKANTIE 21,2150,Espoo,FI,FI1B1,"60.2051454,24.6569676",https://www.vtt.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/932760440/101092164,2022-11-25 10:09:10,2104951,1,coordinator,1274999.75,1274999.75,1274999.75,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries",sustainability
34,452,1914,101092164,ZeroF,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101092164,2022-11-25 10:09:10,1905912,3,participant,683466.25,683466.25,683466.25,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries",advanced materials
35,462,1935,101058310,ReSoURCE,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101058310,2022-07-29 12:03:16,1905912,5,participant,962435.0,962435.0,962435.0,False,,0.0,EU,"circular industries,advanced materials,artificial intelligence",advanced materials
36,464,1937,101058310,ReSoURCE,910945140,,sintef,SINTEF,False,REC,STRINDVEGEN 4,7034,Trondheim,NO,NO060,"63.4134536,10.4089353",http://www.sintef.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910945140/101058310,2022-07-29 12:03:16,1944981,7,participant,990343.0,990343.0,990343.75,False,,0.75,EU,"circular industries,advanced materials,artificial intelligence",sustainability
37,469,2032,101092211,CoBRAIN,932760440,FI26473754,teknologian tutkimuskeskus vtt oy,VTT,False,REC,TEKNIIKANTIE 21,2150,Espoo,FI,FI1B1,"60.2051454,24.6569676",https://www.vtt.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/932760440/101092211,2022-11-25 10:08:54,2104951,2,participant,688970.0,688970.0,688970.75,False,,0.75,EU,"manufacturing technologies,advanced materials,artificial intelligence",sustainability
38,494,2057,101057901,SURPASS,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101057901,2022-09-04 13:39:43,1905912,11,participant,479792.0,479792.0,479792.0,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries",advanced materials
39,495,2058,101057901,SURPASS,999992401,FR43775685019,commissariat a l energie atomique et aux energies alternatives,CEA,False,REC,RUE LEBLANC  25,75015,PARIS 15,FR,FR101,"48.8397706,2.2739214",https://www.cea.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992401/101057901,2022-09-04 13:39:43,1905694,1,coordinator,881125.25,881125.25,881126.5,False,,1.25,EU,"advanced materials,circular industries,low carbon and clean industries",advanced materials
40,524,2087,101091842,PROPLANET,999604110,ESG48975767,fundacion tecnalia research & innovation,TECNALIA,False,REC,"PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA, PASEO MIKELETEGI 2",20009,DONOSTIA-SAN SEBASTIAN (GIPUZKOA),ES,ES212,"43.2916949,-2.885882",http://www.tecnalia.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999604110/101091842,2022-11-25 10:12:54,1905767,2,participant,795268.75,795268.75,795268.75,False,,0.0,EU,"advanced materials,circular industries,artificial intelligence,advanced computing and big data",sustainability
41,553,2197,101057992,Triple-A-COAT,999991334,BE0419052173,katholieke universiteit leuven,KU Leuven,False,HES,OUDE MARKT 13,3000,Leuven,BE,BE242,"50.8780592,4.699407640209",http://www.kuleuven.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991334/101057992,2022-09-15 11:33:34,1905910,1,coordinator,1693830.0,1693830.0,1693830.0,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries",sustainability
42,572,2305,101091980,GREENER,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101091980,2022-11-25 10:09:24,1905912,2,participant,363458.0,363458.0,363458.0,False,,0.0,EU,"advanced materials,manufacturing technologies,water monitoring",advanced materials
43,576,2328,101135742,QUENCH,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101135742,2024-01-08 20:34:12,1905912,4,participant,499103.75,499103.75,499103.75,False,,0.0,EU,"key digital technologies including quantum technologies,advanced materials,analytical chemistry",advanced materials
44,577,2329,101135742,QUENCH,999604110,ESG48975767,fundacion tecnalia research & innovation,TECNALIA,False,REC,"PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA, PASEO MIKELETEGI 2",20009,DONOSTIA-SAN SEBASTIAN (GIPUZKOA),ES,ES212,"43.2916949,-2.885882",http://www.tecnalia.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999604110/101135742,2024-01-08 20:34:12,1905767,2,thirdParty,0.0,60000.0,60000.0,False,,0.0,EU,"key digital technologies including quantum technologies,advanced materials,analytical chemistry",sustainability
45,591,2425,101135764,EVOQUE,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101135764,2024-01-17 13:45:34,1905572,6,thirdParty,0.0,59125.0,0.0,False,,,EU,"advanced materials,manufacturing technologies,key digital technologies including quantum technologies,emerging enabling technologies,low carbon and clean industries",advanced materials
46,598,2440,101058756,RECREATE,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101058756,2022-07-28 22:08:45,1905912,3,participant,649968.0,649968.0,649968.75,False,,0.75,EU,"manufacturing technologies,artificial intelligence,advanced materials,circular industries",advanced materials
47,611,2453,101058756,RECREATE,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101058756,2022-07-28 22:08:45,1905572,7,participant,360720.0,360720.0,360720.0,False,,0.0,EU,"manufacturing technologies,artificial intelligence,advanced materials,circular industries",advanced materials
48,620,2756,101091543,EXCEED,932760440,FI26473754,teknologian tutkimuskeskus vtt oy,VTT,False,REC,TEKNIIKANTIE 21,2150,Espoo,FI,FI1B1,"60.2051454,24.6569676",https://www.vtt.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/932760440/101091543,2023-01-19 16:37:51,2104951,1,coordinator,1382341.0,1382341.0,1382341.25,False,,0.25,EU,"advanced materials,circular industries,low carbon and clean industries,manufacturing technologies",sustainability
49,629,2765,101091543,EXCEED,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101091543,2023-01-19 16:37:51,1905572,10,thirdParty,0.0,194683.75,194683.75,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries,manufacturing technologies",advanced materials
50,630,2766,101091543,EXCEED,999991334,BE0419052173,katholieke universiteit leuven,KU Leuven,False,HES,OUDE MARKT 13,3000,Leuven,BE,BE242,"50.8780592,4.699407640209",http://www.kuleuven.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991334/101091543,2023-01-19 16:37:51,1905910,11,participant,1655000.0,1655000.0,1655000.0,False,,0.0,EU,"advanced materials,circular industries,low carbon and clean industries,manufacturing technologies",sustainability
51,636,2772,101135876,QLASS,999997930,FR40180089013,centre national de la recherche scientifique cnrs,CNRS,False,REC,RUE MICHEL ANGE 3,75794,Paris,FR,FR101,"48.84755265,2.26404020346787",http://www.cnrs.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997930/101135876,2024-01-08 20:27:18,1905572,5,participant,368760.0,307375.0,0.0,False,,,EU,"manufacturing technologies,key digital technologies including quantum technologies,advanced materials,artificial intelligence",advanced materials
52,648,3080,101091936,HAlMan,910945140,,sintef,SINTEF,False,REC,STRINDVEGEN 4,7034,Trondheim,NO,NO060,"63.4134536,10.4089353",http://www.sintef.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910945140/101091936,2023-03-10 21:09:18,1944981,4,participant,874375.0,874375.0,874375.0,False,,0.0,EU,"circular industries,low carbon and clean industries,advanced materials,metaverse",sustainability
53,662,3164,101058359,BATRAW,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101058359,2023-03-10 21:43:06,1905912,11,participant,645108.8,645108.8,645108.8,False,,0.0,EU,"circular industries,advanced materials,blockchain,low carbon and clean industries",advanced materials
54,664,3166,101058359,BATRAW,999992401,FR43775685019,commissariat a l energie atomique et aux energies alternatives,CEA,False,REC,RUE LEBLANC  25,75015,PARIS 15,FR,FR101,"48.8397706,2.2739214",https://www.cea.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992401/101058359,2023-03-10 21:43:06,1905694,7,participant,968333.13,968333.13,968333.13,False,,0.0,EU,"circular industries,advanced materials,blockchain,low carbon and clean industries",advanced materials
55,686,3317,101135417,STAN4SWAP,999984059,DE129515865,fraunhofer gesellschaft zur forderung der angewandten forschung ev,Fraunhofer,False,REC,HANSASTRASSE 27C,80686,Munchen,DE,DE212,"48.1322664,11.5296222",http://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101135417,2023-11-21 13:24:28,1905912,2,participant,118625.0,118625.0,0.0,False,,,EU,"manufacturing technologies,advanced materials,low carbon and clean industries,circular industries",advanced materials
